week,country,nucleotide_diversity,sample_size,year_week,original_month
2023-11-19,Australia,0.00501473316106633,702,2023-W47,2023-11-01
2023-11-26,Australia,0.00501473316106633,702,2023-W48,2023-11-01
2023-12-03,Australia,0.00600913887517716,809,2023-W49,2023-12-01
2023-12-10,Australia,0.00600913887517716,809,2023-W50,2023-12-01
2023-12-17,Australia,0.00600913887517716,809,2023-W51,2023-12-01
2023-12-24,Australia,0.00600913887517716,809,2023-W52,2023-12-01
2023-12-31,Australia,0.00600913887517716,809,2023-W53,2023-12-01
2024-01-07,Australia,0.00298569426185444,826,2024-W01,2024-01-01
2024-01-14,Australia,0.00298569426185444,826,2024-W02,2024-01-01
2024-01-21,Australia,0.00298569426185444,826,2024-W03,2024-01-01
2024-01-28,Australia,0.00298569426185444,826,2024-W04,2024-01-01
2024-02-04,Australia,0.00154986033249916,857,2024-W05,2024-02-01
2024-02-11,Australia,0.00154986033249916,857,2024-W06,2024-02-01
2024-02-18,Australia,0.00154986033249916,857,2024-W07,2024-02-01
2024-02-25,Australia,0.00154986033249916,857,2024-W08,2024-02-01
2024-03-03,Australia,0.00104347639147646,826,2024-W09,2024-03-01
2024-03-10,Australia,0.00104347639147646,826,2024-W10,2024-03-01
2024-03-17,Australia,0.00104347639147646,826,2024-W11,2024-03-01
2024-03-24,Australia,0.00104347639147646,826,2024-W12,2024-03-01
2024-03-31,Australia,0.00104347639147646,826,2024-W13,2024-03-01
2024-04-07,Australia,0.00117937791391563,767,2024-W14,2024-04-01
2024-04-14,Australia,0.00117937791391563,767,2024-W15,2024-04-01
2024-04-21,Australia,0.00117937791391563,767,2024-W16,2024-04-01
2024-04-28,Australia,0.00117937791391563,767,2024-W17,2024-04-01
2024-05-05,Australia,0.00126759832481638,779,2024-W18,2024-05-01
2024-05-12,Australia,0.00126759832481638,779,2024-W19,2024-05-01
2024-05-19,Australia,0.00126759832481638,779,2024-W20,2024-05-01
2024-05-26,Australia,0.00126759832481638,779,2024-W21,2024-05-01
2024-06-02,Australia,0.00117365652957814,746,2024-W22,2024-06-01
2024-06-09,Australia,0.00117365652957814,746,2024-W23,2024-06-01
2024-06-16,Australia,0.00117365652957814,746,2024-W24,2024-06-01
2024-06-23,Australia,0.00117365652957814,746,2024-W25,2024-06-01
2024-06-30,Australia,0.00117365652957814,746,2024-W26,2024-06-01
2024-07-07,Australia,0.00119480356205156,690,2024-W27,2024-07-01
2024-07-14,Australia,0.00119480356205156,690,2024-W28,2024-07-01
2024-07-21,Australia,0.00119480356205156,690,2024-W29,2024-07-01
2024-07-28,Australia,0.00119480356205156,690,2024-W30,2024-07-01
2024-08-04,Australia,0.00102562392632563,623,2024-W31,2024-08-01
2024-08-11,Australia,0.00102562392632563,623,2024-W32,2024-08-01
2024-08-18,Australia,0.00102562392632563,623,2024-W33,2024-08-01
2024-08-25,Australia,0.00102562392632563,623,2024-W34,2024-08-01
2024-09-01,Australia,0.00118328979457388,565,2024-W35,2024-09-01
2024-09-08,Australia,0.00118328979457388,565,2024-W36,2024-09-01
2024-09-15,Australia,0.00118328979457388,565,2024-W37,2024-09-01
2024-09-22,Australia,0.00118328979457388,565,2024-W38,2024-09-01
2024-09-29,Australia,0.00118328979457388,565,2024-W39,2024-09-01
2024-10-06,Australia,0.00120139648540399,690,2024-W40,2024-10-01
2024-10-13,Australia,0.00120139648540399,690,2024-W41,2024-10-01
2024-10-20,Australia,0.00120139648540399,690,2024-W42,2024-10-01
2024-10-27,Australia,0.00120139648540399,690,2024-W43,2024-10-01
2024-11-03,Australia,0.00121881969068633,813,2024-W44,2024-11-01
2024-11-10,Australia,0.00121881969068633,813,2024-W45,2024-11-01
2024-11-17,Australia,0.00121881969068633,813,2024-W46,2024-11-01
2024-11-24,Australia,0.00121881969068633,813,2024-W47,2024-11-01
2024-12-01,Australia,0.00118704407869674,521,2024-W48,2024-12-01
2024-12-08,Australia,0.00118704407869674,521,2024-W49,2024-12-01
2024-12-15,Australia,0.00118704407869674,521,2024-W50,2024-12-01
2024-12-22,Australia,0.00118704407869674,521,2024-W51,2024-12-01
2024-12-29,Australia,0.00118704407869674,521,2024-W52,2024-12-01
2025-01-05,Australia,0.00128653506847055,585,2025-W01,2025-01-01
2025-01-12,Australia,0.00128653506847055,585,2025-W02,2025-01-01
2025-01-19,Australia,0.00128653506847055,585,2025-W03,2025-01-01
2025-01-26,Australia,0.00128653506847055,585,2025-W04,2025-01-01
2025-02-02,Australia,0.00144412618248007,512,2025-W05,2025-02-01
2025-02-09,Australia,0.00144412618248007,512,2025-W06,2025-02-01
2025-02-16,Australia,0.00144412618248007,512,2025-W07,2025-02-01
2025-02-23,Australia,0.00144412618248007,512,2025-W08,2025-02-01
2020-03-01,New Zealand,2.217962553890811e-4,245,2020-W09,2020-03-01
2020-03-08,New Zealand,2.217962553890811e-4,245,2020-W10,2020-03-01
2020-03-15,New Zealand,2.217962553890811e-4,245,2020-W11,2020-03-01
2020-03-22,New Zealand,2.217962553890811e-4,245,2020-W12,2020-03-01
2020-03-29,New Zealand,2.217962553890811e-4,245,2020-W13,2020-03-01
2020-04-05,New Zealand,2.0523808112428551e-4,123,2020-W14,2020-04-01
2020-04-12,New Zealand,2.0523808112428551e-4,123,2020-W15,2020-04-01
2020-04-19,New Zealand,2.0523808112428551e-4,123,2020-W16,2020-04-01
2020-04-26,New Zealand,2.0523808112428551e-4,123,2020-W17,2020-04-01
2020-08-02,New Zealand,5.986911839650396e-5,60,2020-W31,2020-08-01
2020-08-09,New Zealand,5.986911839650396e-5,60,2020-W32,2020-08-01
2020-08-16,New Zealand,5.986911839650396e-5,60,2020-W33,2020-08-01
2020-08-23,New Zealand,5.986911839650396e-5,60,2020-W34,2020-08-01
2020-08-30,New Zealand,5.986911839650396e-5,60,2020-W35,2020-08-01
2020-09-06,New Zealand,6.470870843641543e-4,29,2020-W36,2020-09-01
2020-09-13,New Zealand,6.470870843641543e-4,29,2020-W37,2020-09-01
2020-09-20,New Zealand,6.470870843641543e-4,29,2020-W38,2020-09-01
2020-09-27,New Zealand,6.470870843641543e-4,29,2020-W39,2020-09-01
2020-10-04,New Zealand,6.414658836942394e-4,44,2020-W40,2020-10-01
2020-10-11,New Zealand,6.414658836942394e-4,44,2020-W41,2020-10-01
2020-10-18,New Zealand,6.414658836942394e-4,44,2020-W42,2020-10-01
2020-10-25,New Zealand,6.414658836942394e-4,44,2020-W43,2020-10-01
2020-11-01,New Zealand,9.097289402266774e-4,36,2020-W44,2020-11-01
2020-11-08,New Zealand,9.097289402266774e-4,36,2020-W45,2020-11-01
2020-11-15,New Zealand,9.097289402266774e-4,36,2020-W46,2020-11-01
2020-11-22,New Zealand,9.097289402266774e-4,36,2020-W47,2020-11-01
2020-11-29,New Zealand,9.097289402266774e-4,36,2020-W48,2020-11-01
2020-12-06,New Zealand,0.001211444440526,35,2020-W49,2020-12-01
2020-12-13,New Zealand,0.001211444440526,35,2020-W50,2020-12-01
2020-12-20,New Zealand,0.001211444440526,35,2020-W51,2020-12-01
2020-12-27,New Zealand,0.001211444440526,35,2020-W52,2020-12-01
2021-01-03,New Zealand,0.00167779527259949,33,2021-W01,2021-01-01
2021-01-10,New Zealand,0.00167779527259949,33,2021-W02,2021-01-01
2021-01-17,New Zealand,0.00167779527259949,33,2021-W03,2021-01-01
2021-01-24,New Zealand,0.00167779527259949,33,2021-W04,2021-01-01
2021-01-31,New Zealand,0.00167779527259949,33,2021-W05,2021-01-01
2021-02-07,New Zealand,0.00142081091261815,27,2021-W06,2021-02-01
2021-02-14,New Zealand,0.00142081091261815,27,2021-W07,2021-02-01
2021-02-21,New Zealand,0.00142081091261815,27,2021-W08,2021-02-01
2021-02-28,New Zealand,0.00142081091261815,27,2021-W09,2021-02-01
2021-03-07,New Zealand,0.00144976390447495,37,2021-W10,2021-03-01
2021-03-14,New Zealand,0.00144976390447495,37,2021-W11,2021-03-01
2021-03-21,New Zealand,0.00144976390447495,37,2021-W12,2021-03-01
2021-03-28,New Zealand,0.00144976390447495,37,2021-W13,2021-03-01
2021-04-04,New Zealand,0.00146379926922722,41,2021-W14,2021-04-01
2021-04-11,New Zealand,0.00146379926922722,41,2021-W15,2021-04-01
2021-04-18,New Zealand,0.00146379926922722,41,2021-W16,2021-04-01
2021-04-25,New Zealand,0.00146379926922722,41,2021-W17,2021-04-01
2021-05-02,New Zealand,0.00254082555870044,10,2021-W18,2021-05-01
2021-05-09,New Zealand,0.00254082555870044,10,2021-W19,2021-05-01
2021-05-16,New Zealand,0.00254082555870044,10,2021-W20,2021-05-01
2021-05-23,New Zealand,0.00254082555870044,10,2021-W21,2021-05-01
2021-05-30,New Zealand,0.00254082555870044,10,2021-W22,2021-05-01
2021-06-06,New Zealand,0.00223524472315483,13,2021-W23,2021-06-01
2021-06-13,New Zealand,0.00223524472315483,13,2021-W24,2021-06-01
2021-06-20,New Zealand,0.00223524472315483,13,2021-W25,2021-06-01
2021-06-27,New Zealand,0.00223524472315483,13,2021-W26,2021-06-01
2021-07-04,New Zealand,8.920828005334698e-4,27,2021-W27,2021-07-01
2021-07-11,New Zealand,8.920828005334698e-4,27,2021-W28,2021-07-01
2021-07-18,New Zealand,8.920828005334698e-4,27,2021-W29,2021-07-01
2021-07-25,New Zealand,8.920828005334698e-4,27,2021-W30,2021-07-01
2021-08-01,New Zealand,7.05685118497901e-5,603,2021-W31,2021-08-01
2021-08-08,New Zealand,7.05685118497901e-5,603,2021-W32,2021-08-01
2021-08-15,New Zealand,7.05685118497901e-5,603,2021-W33,2021-08-01
2021-08-22,New Zealand,7.05685118497901e-5,603,2021-W34,2021-08-01
2021-08-29,New Zealand,7.05685118497901e-5,603,2021-W35,2021-08-01
2021-09-05,New Zealand,8.842545796949301e-5,524,2021-W36,2021-09-01
2021-09-12,New Zealand,8.842545796949301e-5,524,2021-W37,2021-09-01
2021-09-19,New Zealand,8.842545796949301e-5,524,2021-W38,2021-09-01
2021-09-26,New Zealand,8.842545796949301e-5,524,2021-W39,2021-09-01
2021-10-03,New Zealand,9.60888549722539e-5,987,2021-W40,2021-10-01
2021-10-10,New Zealand,9.60888549722539e-5,987,2021-W41,2021-10-01
2021-10-17,New Zealand,9.60888549722539e-5,987,2021-W42,2021-10-01
2021-10-24,New Zealand,9.60888549722539e-5,987,2021-W43,2021-10-01
2021-10-31,New Zealand,9.60888549722539e-5,987,2021-W44,2021-10-01
2021-11-07,New Zealand,2.4068021698036516e-4,989,2021-W45,2021-11-01
2021-11-14,New Zealand,2.4068021698036516e-4,989,2021-W46,2021-11-01
2021-11-21,New Zealand,2.4068021698036516e-4,989,2021-W47,2021-11-01
2021-11-28,New Zealand,2.4068021698036516e-4,989,2021-W48,2021-11-01
2021-12-05,New Zealand,0.00186410590780297,908,2021-W49,2021-12-01
2021-12-12,New Zealand,0.00186410590780297,908,2021-W50,2021-12-01
2021-12-19,New Zealand,0.00186410590780297,908,2021-W51,2021-12-01
2021-12-26,New Zealand,0.00186410590780297,908,2021-W52,2021-12-01
2022-01-02,New Zealand,0.00459341260627597,689,2022-W01,2022-01-01
2022-01-09,New Zealand,0.00459341260627597,689,2022-W02,2022-01-01
2022-01-16,New Zealand,0.00459341260627597,689,2022-W03,2022-01-01
2022-01-23,New Zealand,0.00459341260627597,689,2022-W04,2022-01-01
2022-01-30,New Zealand,0.00459341260627597,689,2022-W05,2022-01-01
2022-02-06,New Zealand,0.00249861135150153,609,2022-W06,2022-02-01
2022-02-13,New Zealand,0.00249861135150153,609,2022-W07,2022-02-01
2022-02-20,New Zealand,0.00249861135150153,609,2022-W08,2022-02-01
2022-02-27,New Zealand,0.00249861135150153,609,2022-W09,2022-02-01
2022-03-06,New Zealand,7.664143613053163e-4,726,2022-W10,2022-03-01
2022-03-13,New Zealand,7.664143613053163e-4,726,2022-W11,2022-03-01
2022-03-20,New Zealand,7.664143613053163e-4,726,2022-W12,2022-03-01
2022-03-27,New Zealand,7.664143613053163e-4,726,2022-W13,2022-03-01
2022-04-03,New Zealand,2.9638719785982434e-4,834,2022-W14,2022-04-01
2022-04-10,New Zealand,2.9638719785982434e-4,834,2022-W15,2022-04-01
2022-04-17,New Zealand,2.9638719785982434e-4,834,2022-W16,2022-04-01
2022-04-24,New Zealand,2.9638719785982434e-4,834,2022-W17,2022-04-01
2022-05-01,New Zealand,3.752420316005429e-4,921,2022-W18,2022-05-01
2022-05-08,New Zealand,3.752420316005429e-4,921,2022-W19,2022-05-01
2022-05-15,New Zealand,3.752420316005429e-4,921,2022-W20,2022-05-01
2022-05-22,New Zealand,3.752420316005429e-4,921,2022-W21,2022-05-01
2022-05-29,New Zealand,3.752420316005429e-4,921,2022-W22,2022-05-01
2022-06-05,New Zealand,7.866165551425175e-4,941,2022-W23,2022-06-01
2022-06-12,New Zealand,7.866165551425175e-4,941,2022-W24,2022-06-01
2022-06-19,New Zealand,7.866165551425175e-4,941,2022-W25,2022-06-01
2022-06-26,New Zealand,7.866165551425175e-4,941,2022-W26,2022-06-01
2022-07-03,New Zealand,7.272974290855398e-4,971,2022-W27,2022-07-01
2022-07-10,New Zealand,7.272974290855398e-4,971,2022-W28,2022-07-01
2022-07-17,New Zealand,7.272974290855398e-4,971,2022-W29,2022-07-01
2022-07-24,New Zealand,7.272974290855398e-4,971,2022-W30,2022-07-01
2022-07-31,New Zealand,7.272974290855398e-4,971,2022-W31,2022-07-01
2022-08-07,New Zealand,5.33418588295271e-4,983,2022-W32,2022-08-01
2022-08-14,New Zealand,5.33418588295271e-4,983,2022-W33,2022-08-01
2022-08-21,New Zealand,5.33418588295271e-4,983,2022-W34,2022-08-01
2022-08-28,New Zealand,5.33418588295271e-4,983,2022-W35,2022-08-01
2022-09-04,New Zealand,7.469575897529477e-4,982,2022-W36,2022-09-01
2022-09-11,New Zealand,7.469575897529477e-4,982,2022-W37,2022-09-01
2022-09-18,New Zealand,7.469575897529477e-4,982,2022-W38,2022-09-01
2022-09-25,New Zealand,7.469575897529477e-4,982,2022-W39,2022-09-01
2022-10-02,New Zealand,0.001230857579297,978,2022-W40,2022-10-01
2022-10-09,New Zealand,0.001230857579297,978,2022-W41,2022-10-01
2022-10-16,New Zealand,0.001230857579297,978,2022-W42,2022-10-01
2022-10-23,New Zealand,0.001230857579297,978,2022-W43,2022-10-01
2022-10-30,New Zealand,0.001230857579297,978,2022-W44,2022-10-01
2022-11-06,New Zealand,0.00216778824898888,971,2022-W45,2022-11-01
2022-11-13,New Zealand,0.00216778824898888,971,2022-W46,2022-11-01
2022-11-20,New Zealand,0.00216778824898888,971,2022-W47,2022-11-01
2022-11-27,New Zealand,0.00216778824898888,971,2022-W48,2022-11-01
2022-12-04,New Zealand,0.00272566549430191,936,2022-W49,2022-12-01
2022-12-11,New Zealand,0.00272566549430191,936,2022-W50,2022-12-01
2022-12-18,New Zealand,0.00272566549430191,936,2022-W51,2022-12-01
2022-12-25,New Zealand,0.00272566549430191,936,2022-W52,2022-12-01
2023-01-01,New Zealand,0.00256414316812396,912,2023-W01,2023-01-01
2023-01-08,New Zealand,0.00256414316812396,912,2023-W02,2023-01-01
2023-01-15,New Zealand,0.00256414316812396,912,2023-W03,2023-01-01
2023-01-22,New Zealand,0.00256414316812396,912,2023-W04,2023-01-01
2023-01-29,New Zealand,0.00256414316812396,912,2023-W05,2023-01-01
2023-02-05,New Zealand,0.00317450650259213,724,2023-W06,2023-02-01
2023-02-12,New Zealand,0.00317450650259213,724,2023-W07,2023-02-01
2023-02-19,New Zealand,0.00317450650259213,724,2023-W08,2023-02-01
2023-02-26,New Zealand,0.00317450650259213,724,2023-W09,2023-02-01
2023-03-05,New Zealand,0.00331897826481091,978,2023-W10,2023-03-01
2023-03-12,New Zealand,0.00331897826481091,978,2023-W11,2023-03-01
2023-03-19,New Zealand,0.00331897826481091,978,2023-W12,2023-03-01
2023-03-26,New Zealand,0.00331897826481091,978,2023-W13,2023-03-01
2023-04-02,New Zealand,0.00349152248528764,969,2023-W14,2023-04-01
2023-04-09,New Zealand,0.00349152248528764,969,2023-W15,2023-04-01
2023-04-16,New Zealand,0.00349152248528764,969,2023-W16,2023-04-01
2023-04-23,New Zealand,0.00349152248528764,969,2023-W17,2023-04-01
2023-04-30,New Zealand,0.00349152248528764,969,2023-W18,2023-04-01
2023-05-07,New Zealand,0.00372702453735097,959,2023-W19,2023-05-01
2023-05-14,New Zealand,0.00372702453735097,959,2023-W20,2023-05-01
2023-05-21,New Zealand,0.00372702453735097,959,2023-W21,2023-05-01
2023-05-28,New Zealand,0.00372702453735097,959,2023-W22,2023-05-01
2023-06-04,New Zealand,0.0040747109379364,915,2023-W23,2023-06-01
2023-06-11,New Zealand,0.0040747109379364,915,2023-W24,2023-06-01
2023-06-18,New Zealand,0.0040747109379364,915,2023-W25,2023-06-01
2023-06-25,New Zealand,0.0040747109379364,915,2023-W26,2023-06-01
2023-07-02,New Zealand,0.00418773834971929,409,2023-W27,2023-07-01
2023-07-09,New Zealand,0.00418773834971929,409,2023-W28,2023-07-01
2023-07-16,New Zealand,0.00418773834971929,409,2023-W29,2023-07-01
2023-07-23,New Zealand,0.00418773834971929,409,2023-W30,2023-07-01
2023-07-30,New Zealand,0.00418773834971929,409,2023-W31,2023-07-01
2023-08-06,New Zealand,0.00386203650605551,575,2023-W32,2023-08-01
2023-08-13,New Zealand,0.00386203650605551,575,2023-W33,2023-08-01
2023-08-20,New Zealand,0.00386203650605551,575,2023-W34,2023-08-01
2023-08-27,New Zealand,0.00386203650605551,575,2023-W35,2023-08-01
2023-09-03,New Zealand,0.00385300030416168,651,2023-W36,2023-09-01
2023-09-10,New Zealand,0.00385300030416168,651,2023-W37,2023-09-01
2023-09-17,New Zealand,0.00385300030416168,651,2023-W38,2023-09-01
2023-09-24,New Zealand,0.00385300030416168,651,2023-W39,2023-09-01
2023-10-01,New Zealand,0.0035773655202668,944,2023-W40,2023-10-01
2023-10-08,New Zealand,0.0035773655202668,944,2023-W41,2023-10-01
2023-10-15,New Zealand,0.0035773655202668,944,2023-W42,2023-10-01
2023-10-22,New Zealand,0.0035773655202668,944,2023-W43,2023-10-01
2023-10-29,New Zealand,0.0035773655202668,944,2023-W44,2023-10-01
2023-11-05,New Zealand,0.00368150914899123,948,2023-W45,2023-11-01
2023-11-12,New Zealand,0.00368150914899123,948,2023-W46,2023-11-01
2023-11-19,New Zealand,0.00368150914899123,948,2023-W47,2023-11-01
2023-11-26,New Zealand,0.00368150914899123,948,2023-W48,2023-11-01
2023-12-03,New Zealand,0.00607185812087817,909,2023-W49,2023-12-01
2023-12-10,New Zealand,0.00607185812087817,909,2023-W50,2023-12-01
2023-12-17,New Zealand,0.00607185812087817,909,2023-W51,2023-12-01
2023-12-24,New Zealand,0.00607185812087817,909,2023-W52,2023-12-01
2023-12-31,New Zealand,0.00607185812087817,909,2023-W53,2023-12-01
2024-01-07,New Zealand,0.00381138146236734,964,2024-W01,2024-01-01
2024-01-14,New Zealand,0.00381138146236734,964,2024-W02,2024-01-01
2024-01-21,New Zealand,0.00381138146236734,964,2024-W03,2024-01-01
2024-01-28,New Zealand,0.00381138146236734,964,2024-W04,2024-01-01
2024-02-04,New Zealand,0.00119698998733679,205,2024-W05,2024-02-01
2024-02-11,New Zealand,0.00119698998733679,205,2024-W06,2024-02-01
2024-02-18,New Zealand,0.00119698998733679,205,2024-W07,2024-02-01
2024-02-25,New Zealand,0.00119698998733679,205,2024-W08,2024-02-01
2024-03-03,New Zealand,7.732956080016974e-4,565,2024-W09,2024-03-01
2024-03-10,New Zealand,7.732956080016974e-4,565,2024-W10,2024-03-01
2024-03-17,New Zealand,7.732956080016974e-4,565,2024-W11,2024-03-01
2024-03-24,New Zealand,7.732956080016974e-4,565,2024-W12,2024-03-01
2024-03-31,New Zealand,7.732956080016974e-4,565,2024-W13,2024-03-01
2024-04-07,New Zealand,0.00107213009304531,669,2024-W14,2024-04-01
2024-04-14,New Zealand,0.00107213009304531,669,2024-W15,2024-04-01
2024-04-21,New Zealand,0.00107213009304531,669,2024-W16,2024-04-01
2024-04-28,New Zealand,0.00107213009304531,669,2024-W17,2024-04-01
2024-05-05,New Zealand,0.00117958522177345,961,2024-W18,2024-05-01
2024-05-12,New Zealand,0.00117958522177345,961,2024-W19,2024-05-01
2024-05-19,New Zealand,0.00117958522177345,961,2024-W20,2024-05-01
2024-05-26,New Zealand,0.00117958522177345,961,2024-W21,2024-05-01
2024-06-02,New Zealand,0.0010569690191866,979,2024-W22,2024-06-01
2024-06-09,New Zealand,0.0010569690191866,979,2024-W23,2024-06-01
2024-06-16,New Zealand,0.0010569690191866,979,2024-W24,2024-06-01
2024-06-23,New Zealand,0.0010569690191866,979,2024-W25,2024-06-01
2024-06-30,New Zealand,0.0010569690191866,979,2024-W26,2024-06-01
2024-07-07,New Zealand,9.846168597494869e-4,354,2024-W27,2024-07-01
2024-07-14,New Zealand,9.846168597494869e-4,354,2024-W28,2024-07-01
2024-07-21,New Zealand,9.846168597494869e-4,354,2024-W29,2024-07-01
2024-07-28,New Zealand,9.846168597494869e-4,354,2024-W30,2024-07-01
2024-08-04,New Zealand,0.0010522637470562,327,2024-W31,2024-08-01
2024-08-11,New Zealand,0.0010522637470562,327,2024-W32,2024-08-01
2024-08-18,New Zealand,0.0010522637470562,327,2024-W33,2024-08-01
2024-08-25,New Zealand,0.0010522637470562,327,2024-W34,2024-08-01
2024-09-01,New Zealand,9.966345073780009e-4,245,2024-W35,2024-09-01
2024-09-08,New Zealand,9.966345073780009e-4,245,2024-W36,2024-09-01
2024-09-15,New Zealand,9.966345073780009e-4,245,2024-W37,2024-09-01
2024-09-22,New Zealand,9.966345073780009e-4,245,2024-W38,2024-09-01
2024-09-29,New Zealand,9.966345073780009e-4,245,2024-W39,2024-09-01
2024-10-06,New Zealand,0.00120765556161397,292,2024-W40,2024-10-01
2024-10-13,New Zealand,0.00120765556161397,292,2024-W41,2024-10-01
2024-10-20,New Zealand,0.00120765556161397,292,2024-W42,2024-10-01
2024-10-27,New Zealand,0.00120765556161397,292,2024-W43,2024-10-01
2024-11-03,New Zealand,0.00141003592593996,319,2024-W44,2024-11-01
2024-11-10,New Zealand,0.00141003592593996,319,2024-W45,2024-11-01
2024-11-17,New Zealand,0.00141003592593996,319,2024-W46,2024-11-01
2024-11-24,New Zealand,0.00141003592593996,319,2024-W47,2024-11-01
2024-12-01,New Zealand,0.00158160846849645,261,2024-W48,2024-12-01
2024-12-08,New Zealand,0.00158160846849645,261,2024-W49,2024-12-01
2024-12-15,New Zealand,0.00158160846849645,261,2024-W50,2024-12-01
2024-12-22,New Zealand,0.00158160846849645,261,2024-W51,2024-12-01
2024-12-29,New Zealand,0.00158160846849645,261,2024-W52,2024-12-01
2025-01-05,New Zealand,0.00153118798115891,257,2025-W01,2025-01-01
2025-01-12,New Zealand,0.00153118798115891,257,2025-W02,2025-01-01
2025-01-19,New Zealand,0.00153118798115891,257,2025-W03,2025-01-01
2025-01-26,New Zealand,0.00153118798115891,257,2025-W04,2025-01-01
2025-02-02,New Zealand,0.00173132293541853,177,2025-W05,2025-02-01
2025-02-09,New Zealand,0.00173132293541853,177,2025-W06,2025-02-01
2025-02-16,New Zealand,0.00173132293541853,177,2025-W07,2025-02-01
2025-02-23,New Zealand,0.00173132293541853,177,2025-W08,2025-02-01
2020-02-02,Brazil,3.737758839799656e-4,8,2020-W05,2020-02-01
2020-02-09,Brazil,3.737758839799656e-4,8,2020-W06,2020-02-01
2020-02-16,Brazil,3.737758839799656e-4,8,2020-W07,2020-02-01
2020-02-23,Brazil,3.737758839799656e-4,8,2020-W08,2020-02-01
2020-03-01,Brazil,2.082270154768182e-4,230,2020-W09,2020-03-01
2020-03-08,Brazil,2.082270154768182e-4,230,2020-W10,2020-03-01
2020-03-15,Brazil,2.082270154768182e-4,230,2020-W11,2020-03-01
2020-03-22,Brazil,2.082270154768182e-4,230,2020-W12,2020-03-01
2020-03-29,Brazil,2.082270154768182e-4,230,2020-W13,2020-03-01
2020-04-05,Brazil,2.6844093358752846e-4,656,2020-W14,2020-04-01
2020-04-12,Brazil,2.6844093358752846e-4,656,2020-W15,2020-04-01
2020-04-19,Brazil,2.6844093358752846e-4,656,2020-W16,2020-04-01
2020-04-26,Brazil,2.6844093358752846e-4,656,2020-W17,2020-04-01
2020-05-03,Brazil,3.989898513607215e-4,324,2020-W18,2020-05-01
2020-05-10,Brazil,3.989898513607215e-4,324,2020-W19,2020-05-01
2020-05-17,Brazil,3.989898513607215e-4,324,2020-W20,2020-05-01
2020-05-24,Brazil,3.989898513607215e-4,324,2020-W21,2020-05-01
2020-05-31,Brazil,3.989898513607215e-4,324,2020-W22,2020-05-01
2020-06-07,Brazil,3.8638993630552736e-4,640,2020-W23,2020-06-01
2020-06-14,Brazil,3.8638993630552736e-4,640,2020-W24,2020-06-01
2020-06-21,Brazil,3.8638993630552736e-4,640,2020-W25,2020-06-01
2020-06-28,Brazil,3.8638993630552736e-4,640,2020-W26,2020-06-01
2020-07-05,Brazil,5.120561804755358e-4,753,2020-W27,2020-07-01
2020-07-12,Brazil,5.120561804755358e-4,753,2020-W28,2020-07-01
2020-07-19,Brazil,5.120561804755358e-4,753,2020-W29,2020-07-01
2020-07-26,Brazil,5.120561804755358e-4,753,2020-W30,2020-07-01
2020-08-02,Brazil,7.363977902260942e-4,738,2020-W31,2020-08-01
2020-08-09,Brazil,7.363977902260942e-4,738,2020-W32,2020-08-01
2020-08-16,Brazil,7.363977902260942e-4,738,2020-W33,2020-08-01
2020-08-23,Brazil,7.363977902260942e-4,738,2020-W34,2020-08-01
2020-08-30,Brazil,7.363977902260942e-4,738,2020-W35,2020-08-01
2020-09-06,Brazil,6.022221190120867e-4,762,2020-W36,2020-09-01
2020-09-13,Brazil,6.022221190120867e-4,762,2020-W37,2020-09-01
2020-09-20,Brazil,6.022221190120867e-4,762,2020-W38,2020-09-01
2020-09-27,Brazil,6.022221190120867e-4,762,2020-W39,2020-09-01
2020-10-04,Brazil,7.72249741427157e-4,756,2020-W40,2020-10-01
2020-10-11,Brazil,7.72249741427157e-4,756,2020-W41,2020-10-01
2020-10-18,Brazil,7.72249741427157e-4,756,2020-W42,2020-10-01
2020-10-25,Brazil,7.72249741427157e-4,756,2020-W43,2020-10-01
2020-11-01,Brazil,6.971495180762484e-4,768,2020-W44,2020-11-01
2020-11-08,Brazil,6.971495180762484e-4,768,2020-W45,2020-11-01
2020-11-15,Brazil,6.971495180762484e-4,768,2020-W46,2020-11-01
2020-11-22,Brazil,6.971495180762484e-4,768,2020-W47,2020-11-01
2020-11-29,Brazil,6.971495180762484e-4,768,2020-W48,2020-11-01
2020-12-06,Brazil,0.00101359358221815,658,2020-W49,2020-12-01
2020-12-13,Brazil,0.00101359358221815,658,2020-W50,2020-12-01
2020-12-20,Brazil,0.00101359358221815,658,2020-W51,2020-12-01
2020-12-27,Brazil,0.00101359358221815,658,2020-W52,2020-12-01
2021-01-03,Brazil,0.00148292202430118,768,2021-W01,2021-01-01
2021-01-10,Brazil,0.00148292202430118,768,2021-W02,2021-01-01
2021-01-17,Brazil,0.00148292202430118,768,2021-W03,2021-01-01
2021-01-24,Brazil,0.00148292202430118,768,2021-W04,2021-01-01
2021-01-31,Brazil,0.00148292202430118,768,2021-W05,2021-01-01
2021-02-07,Brazil,0.00170357740781907,809,2021-W06,2021-02-01
2021-02-14,Brazil,0.00170357740781907,809,2021-W07,2021-02-01
2021-02-21,Brazil,0.00170357740781907,809,2021-W08,2021-02-01
2021-02-28,Brazil,0.00170357740781907,809,2021-W09,2021-02-01
2021-03-07,Brazil,0.00114590338678365,821,2021-W10,2021-03-01
2021-03-14,Brazil,0.00114590338678365,821,2021-W11,2021-03-01
2021-03-21,Brazil,0.00114590338678365,821,2021-W12,2021-03-01
