date,country,p_distance,sample_size,year_month_day
2021-05-15,USA,0.007543308538726475,NA,2021-05-15
2021-05-16,USA,0.007633410667422712,NA,2021-05-16
2021-05-17,USA,0.007723512796118949,NA,2021-05-17
2021-05-18,USA,0.007813614924815186,NA,2021-05-18
2021-05-19,USA,0.007903717053511422,NA,2021-05-19
2021-05-20,USA,0.00799381918220766,NA,2021-05-20
2021-05-21,USA,0.0080839213109038955,NA,2021-05-21
2021-05-22,USA,0.008174023439600133,NA,2021-05-22
2021-05-23,USA,0.008264125568296369,NA,2021-05-23
2021-05-24,USA,0.008354227696992607,NA,2021-05-24
2021-05-25,USA,0.008444329825688842,NA,2021-05-25
2021-05-26,USA,0.00853443195438508,NA,2021-05-26
2021-05-27,USA,0.008624534083081316,NA,2021-05-27
2021-05-28,USA,0.008714636211777553,NA,2021-05-28
2021-05-29,USA,0.00880473834047379,NA,2021-05-29
2021-05-30,USA,0.008894840469170027,NA,2021-05-30
2021-05-31,USA,0.008984942597866263,NA,2021-05-31
2021-06-01,USA,0.0090750447265625,NA,2021-06-01
2021-06-02,USA,0.009169597121961805,NA,2021-06-02
2021-06-03,USA,0.009264149517361112,NA,2021-06-03
2021-06-04,USA,0.009358701912760416,NA,2021-06-04
2021-06-05,USA,0.009453254308159721,NA,2021-06-05
2021-06-06,USA,0.009547806703559026,NA,2021-06-06
2021-06-07,USA,0.0096423590989583325,NA,2021-06-07
2021-06-08,USA,0.009736911494357637,NA,2021-06-08
2021-06-09,USA,0.009831463889756942,NA,2021-06-09
2021-06-10,USA,0.009926016285156249,NA,2021-06-10
2021-06-11,USA,0.010020568680555553,NA,2021-06-11
2021-06-12,USA,0.010115121075954858,NA,2021-06-12
2021-06-13,USA,0.010209673471354165,NA,2021-06-13
2021-06-14,USA,0.01030422586675347,NA,2021-06-14
2021-06-15,USA,0.010398778262152774,NA,2021-06-15
2021-06-16,USA,0.01049333065755208,NA,2021-06-16
2021-06-17,USA,0.010587883052951386,NA,2021-06-17
2021-06-18,USA,0.01068243544835069,NA,2021-06-18
2021-06-19,USA,0.010776987843749995,NA,2021-06-19
2021-06-20,USA,0.010871540239149302,NA,2021-06-20
2021-06-21,USA,0.010966092634548607,NA,2021-06-21
2021-06-22,USA,0.011060645029947911,NA,2021-06-22
2021-06-23,USA,0.011155197425347218,NA,2021-06-23
2021-06-24,USA,0.011249749820746523,NA,2021-06-24
2021-06-25,USA,0.011344302216145827,NA,2021-06-25
2021-06-26,USA,0.011438854611545132,NA,2021-06-26
2021-06-27,USA,0.011533407006944439,NA,2021-06-27
2021-06-28,USA,0.011627959402343744,NA,2021-06-28
2021-06-29,USA,0.01172251179774305,NA,2021-06-29
2021-06-30,USA,0.011817064193142355,NA,2021-06-30
2021-07-01,USA,0.01191161658854166,NA,2021-07-01
2021-07-02,USA,0.011800699641297036,NA,2021-07-02
2021-07-03,USA,0.011689782694052412,NA,2021-07-03
2021-07-04,USA,0.01157886574680779,NA,2021-07-04
2021-07-05,USA,0.011467948799563166,NA,2021-07-05
2021-07-06,USA,0.011357031852318542,NA,2021-07-06
2021-07-07,USA,0.011246114905073918,NA,2021-07-07
2021-07-08,USA,0.011135197957829295,NA,2021-07-08
2021-07-09,USA,0.011024281010584672,NA,2021-07-09
2021-07-10,USA,0.010913364063340049,NA,2021-07-10
2021-07-11,USA,0.010802447116095425,NA,2021-07-11
2021-07-12,USA,0.0106915301688508,NA,2021-07-12
2021-07-13,USA,0.010580613221606177,NA,2021-07-13
2021-07-14,USA,0.010469696274361555,NA,2021-07-14
2021-07-15,USA,0.010358779327116931,NA,2021-07-15
2021-07-16,USA,0.010247862379872307,NA,2021-07-16
2021-07-17,USA,0.010136945432627683,NA,2021-07-17
2021-07-18,USA,0.01002602848538306,NA,2021-07-18
2021-07-19,USA,0.009915111538138437,NA,2021-07-19
2021-07-20,USA,0.009804194590893813,NA,2021-07-20
2021-07-21,USA,0.00969327764364919,NA,2021-07-21
2021-07-22,USA,0.009582360696404566,NA,2021-07-22
2021-07-23,USA,0.009471443749159942,NA,2021-07-23
2021-07-24,USA,0.00936052680191532,NA,2021-07-24
2021-07-25,USA,0.009249609854670696,NA,2021-07-25
2021-07-26,USA,0.009138692907426072,NA,2021-07-26
2021-07-27,USA,0.009027775960181448,NA,2021-07-27
2021-07-28,USA,0.008916859012936824,NA,2021-07-28
2021-07-29,USA,0.008805942065692202,NA,2021-07-29
2021-07-30,USA,0.008695025118447578,NA,2021-07-30
2021-07-31,USA,0.008584108171202955,NA,2021-07-31
2021-08-01,USA,0.00847319122395833,NA,2021-08-01
2021-08-02,USA,0.008329286925403223,NA,2021-08-02
2021-08-03,USA,0.008185382626848117,NA,2021-08-03
2021-08-04,USA,0.008041478328293009,NA,2021-08-04
2021-08-05,USA,0.0078975740297379,NA,2021-08-05
2021-08-06,USA,0.0077536697311827935,NA,2021-08-06
2021-08-07,USA,0.007609765432627686,NA,2021-08-07
2021-08-08,USA,0.007465861134072578,NA,2021-08-08
2021-08-09,USA,0.007321956835517471,NA,2021-08-09
2021-08-10,USA,0.007178052536962364,NA,2021-08-10
2021-08-11,USA,0.007034148238407256,NA,2021-08-11
2021-08-12,USA,0.006890243939852149,NA,2021-08-12
2021-08-13,USA,0.006746339641297042,NA,2021-08-13
2021-08-14,USA,0.006602435342741934,NA,2021-08-14
2021-08-15,USA,0.006458531044186826,NA,2021-08-15
2021-08-16,USA,0.006314626745631719,NA,2021-08-16
2021-08-17,USA,0.006170722447076612,NA,2021-08-17
2021-08-18,USA,0.006026818148521504,NA,2021-08-18
2021-08-19,USA,0.005882913849966397,NA,2021-08-19
2021-08-20,USA,0.00573900955141129,NA,2021-08-20
2021-08-21,USA,0.005595105252856182,NA,2021-08-21
2021-08-22,USA,0.005451200954301075,NA,2021-08-22
2021-08-23,USA,0.0053072966557459675,NA,2021-08-23
2021-08-24,USA,0.0051633923571908595,NA,2021-08-24
2021-08-25,USA,0.005019488058635752,NA,2021-08-25
2021-08-26,USA,0.004875583760080645,NA,2021-08-26
2021-08-27,USA,0.004731679461525537,NA,2021-08-27
2021-08-28,USA,0.004587775162970429,NA,2021-08-28
2021-08-29,USA,0.004443870864415322,NA,2021-08-29
2021-08-30,USA,0.004299966565860215,NA,2021-08-30
2021-08-31,USA,0.004156062267305107,NA,2021-08-31
2021-09-01,USA,0.00401215796875,NA,2021-09-01
2021-09-02,USA,0.003914727064453125,NA,2021-09-02
2021-09-03,USA,0.00381729616015625,NA,2021-09-03
2021-09-04,USA,0.003719865255859375,NA,2021-09-04
2021-09-05,USA,0.0036224343515625,NA,2021-09-05
2021-09-06,USA,0.0035250034472656252,NA,2021-09-06
2021-09-07,USA,0.00342757254296875,NA,2021-09-07
2021-09-08,USA,0.003330141638671875,NA,2021-09-08
2021-09-09,USA,0.0032327107343750002,NA,2021-09-09
2021-09-10,USA,0.003135279830078125,NA,2021-09-10
2021-09-11,USA,0.0030378489257812504,NA,2021-09-11
2021-09-12,USA,0.0029404180214843752,NA,2021-09-12
2021-09-13,USA,0.0028429871171875,NA,2021-09-13
2021-09-14,USA,0.002745556212890625,NA,2021-09-14
2021-09-15,USA,0.00264812530859375,NA,2021-09-15
2021-09-16,USA,0.002550694404296875,NA,2021-09-16
2021-09-17,USA,0.0024532635000000004,NA,2021-09-17
2021-09-18,USA,0.0023558325957031253,NA,2021-09-18
2021-09-19,USA,0.00225840169140625,NA,2021-09-19
2021-09-20,USA,0.002160970787109375,NA,2021-09-20
2021-09-21,USA,0.0020635398828125003,NA,2021-09-21
2021-09-22,USA,0.001966108978515625,NA,2021-09-22
2021-09-23,USA,0.0018686780742187504,NA,2021-09-23
2021-09-24,USA,0.0017712471699218748,NA,2021-09-24
2021-09-25,USA,0.0016738162656250001,NA,2021-09-25
2021-09-26,USA,0.001576385361328125,NA,2021-09-26
2021-09-27,USA,0.0014789544570312499,NA,2021-09-27
2021-09-28,USA,0.0013815235527343751,NA,2021-09-28
2021-09-29,USA,0.0012840926484375,NA,2021-09-29
2021-09-30,USA,0.0011866617441406253,NA,2021-09-30
2021-10-01,USA,0.00108923083984375,NA,2021-10-01
2021-10-02,USA,0.0010760915720293596,NA,2021-10-02
2021-10-03,USA,0.0010629523042149692,NA,2021-10-03
2021-10-04,USA,0.001049813036400579,NA,2021-10-04
2021-10-05,USA,0.0010366737685861887,NA,2021-10-05
2021-10-06,USA,0.0010235345007717984,NA,2021-10-06
2021-10-07,USA,0.001010395232957408,NA,2021-10-07
2021-10-08,USA,9.972559651430176e-4,NA,2021-10-08
2021-10-09,USA,9.841166973286273e-4,NA,2021-10-09
2021-10-10,USA,9.70977429514237e-4,NA,2021-10-10
2021-10-11,USA,9.578381616998468e-4,NA,2021-10-11
2021-10-12,USA,9.446988938854564e-4,NA,2021-10-12
2021-10-13,USA,9.315596260710661e-4,NA,2021-10-13
2021-10-14,USA,9.184203582566757e-4,NA,2021-10-14
2021-10-15,USA,9.052810904422855e-4,NA,2021-10-15
2021-10-16,USA,8.921418226278951e-4,NA,2021-10-16
2021-10-17,USA,8.790025548135049e-4,NA,2021-10-17
2021-10-18,USA,8.658632869991145e-4,NA,2021-10-18
2021-10-19,USA,8.527240191847241e-4,NA,2021-10-19
2021-10-20,USA,8.395847513703338e-4,NA,2021-10-20
2021-10-21,USA,8.264454835559435e-4,NA,2021-10-21
2021-10-22,USA,8.133062157415533e-4,NA,2021-10-22
2021-10-23,USA,8.001669479271629e-4,NA,2021-10-23
2021-10-24,USA,7.870276801127726e-4,NA,2021-10-24
2021-10-25,USA,7.738884122983822e-4,NA,2021-10-25
2021-10-26,USA,7.60749144483992e-4,NA,2021-10-26
2021-10-27,USA,7.476098766696016e-4,NA,2021-10-27
2021-10-28,USA,7.344706088552113e-4,NA,2021-10-28
2021-10-29,USA,7.21331341040821e-4,NA,2021-10-29
2021-10-30,USA,7.081920732264306e-4,NA,2021-10-30
2021-10-31,USA,6.950528054120403e-4,NA,2021-10-31
2021-11-01,USA,6.8191353759765e-4,NA,2021-11-01
2021-11-02,USA,0.0015711155769856711,NA,2021-11-02
2021-11-03,USA,0.002460317616373692,NA,2021-11-03
2021-11-04,USA,0.003349519655761713,NA,2021-11-04
2021-11-05,USA,0.004238721695149734,NA,2021-11-05
2021-11-06,USA,0.005127923734537755,NA,2021-11-06
2021-11-07,USA,0.006017125773925776,NA,2021-11-07
2021-11-08,USA,0.006906327813313797,NA,2021-11-08
2021-11-09,USA,0.007795529852701818,NA,2021-11-09
2021-11-10,USA,0.008684731892089839,NA,2021-11-10
2021-11-11,USA,0.00957393393147786,NA,2021-11-11
2021-11-12,USA,0.010463135970865881,NA,2021-11-12
2021-11-13,USA,0.011352338010253902,NA,2021-11-13
2021-11-14,USA,0.012241540049641923,NA,2021-11-14
2021-11-15,USA,0.013130742089029944,NA,2021-11-15
2021-11-16,USA,0.014019944128417965,NA,2021-11-16
2021-11-17,USA,0.014909146167805986,NA,2021-11-17
2021-11-18,USA,0.01579834820719401,NA,2021-11-18
2021-11-19,USA,0.016687550246582028,NA,2021-11-19
2021-11-20,USA,0.017576752285970047,NA,2021-11-20
2021-11-21,USA,0.01846595432535807,NA,2021-11-21
2021-11-22,USA,0.01935515636474609,NA,2021-11-22
2021-11-23,USA,0.020244358404134112,NA,2021-11-23
2021-11-24,USA,0.021133560443522135,NA,2021-11-24
2021-11-25,USA,0.022022762482910154,NA,2021-11-25
2021-11-26,USA,0.022911964522298177,NA,2021-11-26
2021-11-27,USA,0.023801166561686196,NA,2021-11-27
2021-11-28,USA,0.02469036860107422,NA,2021-11-28
2021-11-29,USA,0.025579570640462238,NA,2021-11-29
2021-11-30,USA,0.02646877267985026,NA,2021-11-30
2021-12-01,USA,0.02735797471923828,NA,2021-12-01
2021-12-02,USA,0.0283649211765478,NA,2021-12-02
2021-12-03,USA,0.029371867633857317,NA,2021-12-03
2021-12-04,USA,0.030378814091166835,NA,2021-12-04
2021-12-05,USA,0.03138576054847635,NA,2021-12-05
2021-12-06,USA,0.03239270700578587,NA,2021-12-06
2021-12-07,USA,0.03339965346309539,NA,2021-12-07
2021-12-08,USA,0.0344065999204049,NA,2021-12-08
2021-12-09,USA,0.03541354637771442,NA,2021-12-09
2021-12-10,USA,0.03642049283502394,NA,2021-12-10
2021-12-11,USA,0.037427439292333456,NA,2021-12-11
2021-12-12,USA,0.038434385749642974,NA,2021-12-12
2021-12-13,USA,0.03944133220695249,NA,2021-12-13
2021-12-14,USA,0.04044827866426201,NA,2021-12-14
2021-12-15,USA,0.04145522512157153,NA,2021-12-15
2021-12-16,USA,0.04246217157888105,NA,2021-12-16
2021-12-17,USA,0.043469118036190565,NA,2021-12-17
2021-12-18,USA,0.044476064493500084,NA,2021-12-18
2021-12-19,USA,0.0454830109508096,NA,2021-12-19
2021-12-20,USA,0.04648995740811912,NA,2021-12-20
2021-12-21,USA,0.04749690386542864,NA,2021-12-21
2021-12-22,USA,0.04850385032273816,NA,2021-12-22
2021-12-23,USA,0.049510796780047675,NA,2021-12-23
2021-12-24,USA,0.05051774323735719,NA,2021-12-24
2021-12-25,USA,0.05152468969466671,NA,2021-12-25
2021-12-26,USA,0.05253163615197622,NA,2021-12-26
2021-12-27,USA,0.05353858260928575,NA,2021-12-27
2021-12-28,USA,0.054545529066595266,NA,2021-12-28
2021-12-29,USA,0.05555247552390478,NA,2021-12-29
2021-12-30,USA,0.056559421981214296,NA,2021-12-30
2021-12-31,USA,0.057566368438523814,NA,2021-12-31
2022-01-01,USA,0.05857331489583333,NA,2022-01-01
2022-01-02,USA,0.0580031496656586,NA,2022-01-02
2022-01-03,USA,0.05743298443548387,NA,2022-01-03
2022-01-04,USA,0.05686281920530914,NA,2022-01-04
2022-01-05,USA,0.05629265397513441,NA,2022-01-05
2022-01-06,USA,0.05572248874495968,NA,2022-01-06
2022-01-07,USA,0.05515232351478495,NA,2022-01-07
2022-01-08,USA,0.054582158284610216,NA,2022-01-08
2022-01-09,USA,0.054011993054435485,NA,2022-01-09
2022-01-10,USA,0.053441827824260754,NA,2022-01-10
2022-01-11,USA,0.05287166259408602,NA,2022-01-11
2022-01-12,USA,0.05230149736391129,NA,2022-01-12
2022-01-13,USA,0.05173133213373656,NA,2022-01-13
2022-01-14,USA,0.05116116690356183,NA,2022-01-14
2022-01-15,USA,0.05059100167338709,NA,2022-01-15
2022-01-16,USA,0.05002083644321237,NA,2022-01-16
2022-01-17,USA,0.04945067121303763,NA,2022-01-17
2022-01-18,USA,0.04888050598286291,NA,2022-01-18
2022-01-19,USA,0.04831034075268817,NA,2022-01-19
2022-01-20,USA,0.04774017552251344,NA,2022-01-20
2022-01-21,USA,0.04717001029233871,NA,2022-01-21
2022-01-22,USA,0.04659984506216398,NA,2022-01-22
2022-01-23,USA,0.046029679831989245,NA,2022-01-23
2022-01-24,USA,0.045459514601814514,NA,2022-01-24
2022-01-25,USA,0.04488934937163978,NA,2022-01-25
2022-01-26,USA,0.04431918414146505,NA,2022-01-26
2022-01-27,USA,0.04374901891129032,NA,2022-01-27
2022-01-28,USA,0.04317885368111559,NA,2022-01-28
2022-01-29,USA,0.04260868845094086,NA,2022-01-29
2022-01-30,USA,0.04203852322076613,NA,2022-01-30
2022-01-31,USA,0.0414683579905914,NA,2022-01-31
2022-02-01,USA,0.04089819276041667,NA,2022-02-01
2022-02-02,USA,0.04046312665829613,NA,2022-02-02
2022-02-03,USA,0.040028060556175596,NA,2022-02-03
2022-02-04,USA,0.03959299445405506,NA,2022-02-04
2022-02-05,USA,0.039157928351934525,NA,2022-02-05
2022-02-06,USA,0.038722862249813986,NA,2022-02-06
2022-02-07,USA,0.038287796147693454,NA,2022-02-07
2022-02-08,USA,0.037852730045572915,NA,2022-02-08
2022-02-09,USA,0.03741766394345238,NA,2022-02-09
2022-02-10,USA,0.036982597841331843,NA,2022-02-10
2022-02-11,USA,0.03654753173921131,NA,2022-02-11
2022-02-12,USA,0.03611246563709077,NA,2022-02-12
2022-02-13,USA,0.03567739953497023,NA,2022-02-13
2022-02-14,USA,0.0352423334328497,NA,2022-02-14
2022-02-15,USA,0.03480726733072916,NA,2022-02-15
2022-02-16,USA,0.03437220122860863,NA,2022-02-16
2022-02-17,USA,0.03393713512648809,NA,2022-02-17
2022-02-18,USA,0.03350206902436756,NA,2022-02-18
2022-02-19,USA,0.03306700292224702,NA,2022-02-19
2022-02-20,USA,0.03263193682012648,NA,2022-02-20
2022-02-21,USA,0.03219687071800595,NA,2022-02-21
2022-02-22,USA,0.03176180461588542,NA,2022-02-22
2022-02-23,USA,0.03132673851376488,NA,2022-02-23
2022-02-24,USA,0.03089167241164434,NA,2022-02-24
2022-02-25,USA,0.030456606309523807,NA,2022-02-25
2022-02-26,USA,0.030021540207403268,NA,2022-02-26
2022-02-27,USA,0.029586474105282732,NA,2022-02-27
2022-02-28,USA,0.029151408003162196,NA,2022-02-28
2022-03-01,USA,0.02871634190104166,NA,2022-03-01
2022-03-02,USA,0.028630081801075263,NA,2022-03-02
2022-03-03,USA,0.028543821701108866,NA,2022-03-03
2022-03-04,USA,0.02845756160114247,NA,2022-03-04
2022-03-05,USA,0.02837130150117607,NA,2022-03-05
2022-03-06,USA,0.028285041401209673,NA,2022-03-06
2022-03-07,USA,0.028198781301243273,NA,2022-03-07
2022-03-08,USA,0.028112521201276875,NA,2022-03-08
2022-03-09,USA,0.028026261101310478,NA,2022-03-09
2022-03-10,USA,0.02794000100134408,NA,2022-03-10
2022-03-11,USA,0.027853740901377683,NA,2022-03-11
2022-03-12,USA,0.027767480801411285,NA,2022-03-12
2022-03-13,USA,0.027681220701444888,NA,2022-03-13
2022-03-14,USA,0.02759496060147849,NA,2022-03-14
2022-03-15,USA,0.027508700501512093,NA,2022-03-15
2022-03-16,USA,0.027422440401545695,NA,2022-03-16
2022-03-17,USA,0.027336180301579294,NA,2022-03-17
2022-03-18,USA,0.027249920201612897,NA,2022-03-18
2022-03-19,USA,0.0271636601016465,NA,2022-03-19
2022-03-20,USA,0.027077400001680102,NA,2022-03-20
2022-03-21,USA,0.026991139901713705,NA,2022-03-21
2022-03-22,USA,0.026904879801747307,NA,2022-03-22
2022-03-23,USA,0.02681861970178091,NA,2022-03-23
2022-03-24,USA,0.026732359601814512,NA,2022-03-24
2022-03-25,USA,0.026646099501848115,NA,2022-03-25
2022-03-26,USA,0.026559839401881717,NA,2022-03-26
2022-03-27,USA,0.026473579301915316,NA,2022-03-27
2022-03-28,USA,0.02638731920194892,NA,2022-03-28
2022-03-29,USA,0.02630105910198252,NA,2022-03-29
2022-03-30,USA,0.026214799002016124,NA,2022-03-30
2022-03-31,USA,0.026128538902049726,NA,2022-03-31
2022-04-01,USA,0.02604227880208333,NA,2022-04-01
2022-04-02,USA,0.02582339816145833,NA,2022-04-02
2022-04-03,USA,0.025604517520833328,NA,2022-04-03
2022-04-04,USA,0.02538563688020833,NA,2022-04-04
2022-04-05,USA,0.02516675623958333,NA,2022-04-05
2022-04-06,USA,0.02494787559895833,NA,2022-04-06
2022-04-07,USA,0.02472899495833333,NA,2022-04-07
2022-04-08,USA,0.024510114317708328,NA,2022-04-08
2022-04-09,USA,0.02429123367708333,NA,2022-04-09
2022-04-10,USA,0.02407235303645833,NA,2022-04-10
2022-04-11,USA,0.02385347239583333,NA,2022-04-11
2022-04-12,USA,0.02363459175520833,NA,2022-04-12
2022-04-13,USA,0.023415711114583328,NA,2022-04-13
2022-04-14,USA,0.02319683047395833,NA,2022-04-14
2022-04-15,USA,0.02297794983333333,NA,2022-04-15
2022-04-16,USA,0.02275906919270833,NA,2022-04-16
2022-04-17,USA,0.02254018855208333,NA,2022-04-17
2022-04-18,USA,0.02232130791145833,NA,2022-04-18
2022-04-19,USA,0.02210242727083333,NA,2022-04-19
2022-04-20,USA,0.02188354663020833,NA,2022-04-20
2022-04-21,USA,0.02166466598958333,NA,2022-04-21
2022-04-22,USA,0.02144578534895833,NA,2022-04-22
2022-04-23,USA,0.02122690470833333,NA,2022-04-23
2022-04-24,USA,0.021008024067708332,NA,2022-04-24
2022-04-25,USA,0.02078914342708333,NA,2022-04-25
2022-04-26,USA,0.02057026278645833,NA,2022-04-26
2022-04-27,USA,0.020351382145833333,NA,2022-04-27
2022-04-28,USA,0.02013250150520833,NA,2022-04-28
2022-04-29,USA,0.019913620864583332,NA,2022-04-29
2022-04-30,USA,0.01969474022395833,NA,2022-04-30
2022-05-01,USA,0.01947585958333333,NA,2022-05-01
2022-05-02,USA,0.019318690258736556,NA,2022-05-02
2022-05-03,USA,0.019161520934139784,NA,2022-05-03
2022-05-04,USA,0.01900435160954301,NA,2022-05-04
2022-05-05,USA,0.018847182284946234,NA,2022-05-05
2022-05-06,USA,0.01869001296034946,NA,2022-05-06
2022-05-07,USA,0.018532843635752687,NA,2022-05-07
2022-05-08,USA,0.01837567431115591,NA,2022-05-08
2022-05-09,USA,0.018218504986559136,NA,2022-05-09
2022-05-10,USA,0.018061335661962365,NA,2022-05-10
2022-05-11,USA,0.01790416633736559,NA,2022-05-11
2022-05-12,USA,0.017746997012768814,NA,2022-05-12
2022-05-13,USA,0.017589827688172043,NA,2022-05-13
2022-05-14,USA,0.017432658363575267,NA,2022-05-14
2022-05-15,USA,0.017275489038978492,NA,2022-05-15
2022-05-16,USA,0.017118319714381717,NA,2022-05-16
2022-05-17,USA,0.016961150389784945,NA,2022-05-17
2022-05-18,USA,0.01680398106518817,NA,2022-05-18
2022-05-19,USA,0.016646811740591395,NA,2022-05-19
2022-05-20,USA,0.01648964241599462,NA,2022-05-20
2022-05-21,USA,0.016332473091397848,NA,2022-05-21
2022-05-22,USA,0.016175303766801073,NA,2022-05-22
2022-05-23,USA,0.016018134442204297,NA,2022-05-23
2022-05-24,USA,0.015860965117607526,NA,2022-05-24
2022-05-25,USA,0.01570379579301075,NA,2022-05-25
2022-05-26,USA,0.015546626468413975,NA,2022-05-26
2022-05-27,USA,0.015389457143817202,NA,2022-05-27
2022-05-28,USA,0.015232287819220428,NA,2022-05-28
2022-05-29,USA,0.015075118494623653,NA,2022-05-29
2022-05-30,USA,0.01491794917002688,NA,2022-05-30
2022-05-31,USA,0.014760779845430106,NA,2022-05-31
2022-06-01,USA,0.01460361052083333,NA,2022-06-01
2022-06-02,USA,0.014546486973090276,NA,2022-06-02
2022-06-03,USA,0.01448936342534722,NA,2022-06-03
2022-06-04,USA,0.014432239877604164,NA,2022-06-04
2022-06-05,USA,0.014375116329861107,NA,2022-06-05
2022-06-06,USA,0.014317992782118052,NA,2022-06-06
2022-06-07,USA,0.014260869234374998,NA,2022-06-07
2022-06-08,USA,0.01420374568663194,NA,2022-06-08
2022-06-09,USA,0.014146622138888886,NA,2022-06-09
2022-06-10,USA,0.014089498591145829,NA,2022-06-10
2022-06-11,USA,0.014032375043402774,NA,2022-06-11
2022-06-12,USA,0.01397525149565972,NA,2022-06-12
2022-06-13,USA,0.013918127947916662,NA,2022-06-13
2022-06-14,USA,0.013861004400173607,NA,2022-06-14
2022-06-15,USA,0.01380388085243055,NA,2022-06-15
2022-06-16,USA,0.013746757304687496,NA,2022-06-16
2022-06-17,USA,0.01368963375694444,NA,2022-06-17
2022-06-18,USA,0.013632510209201384,NA,2022-06-18
2022-06-19,USA,0.013575386661458329,NA,2022-06-19
2022-06-20,USA,0.013518263113715272,NA,2022-06-20
2022-06-21,USA,0.013461139565972217,NA,2022-06-21
2022-06-22,USA,0.013404016018229162,NA,2022-06-22
2022-06-23,USA,0.013346892470486106,NA,2022-06-23
2022-06-24,USA,0.01328976892274305,NA,2022-06-24
2022-06-25,USA,0.013232645374999994,NA,2022-06-25
2022-06-26,USA,0.013175521827256939,NA,2022-06-26
2022-06-27,USA,0.013118398279513884,NA,2022-06-27
2022-06-28,USA,0.013061274731770827,NA,2022-06-28
2022-06-29,USA,0.013004151184027772,NA,2022-06-29
2022-06-30,USA,0.012947027636284716,NA,2022-06-30
2022-07-01,USA,0.01288990408854166,NA,2022-07-01
2022-07-02,USA,0.012780891504536285,NA,2022-07-02
2022-07-03,USA,0.012671878920530908,NA,2022-07-03
2022-07-04,USA,0.012562866336525532,NA,2022-07-04
2022-07-05,USA,0.012453853752520156,NA,2022-07-05
2022-07-06,USA,0.01234484116851478,NA,2022-07-06
2022-07-07,USA,0.012235828584509403,NA,2022-07-07
2022-07-08,USA,0.012126816000504028,NA,2022-07-08
2022-07-09,USA,0.012017803416498652,NA,2022-07-09
2022-07-10,USA,0.011908790832493275,NA,2022-07-10
2022-07-11,USA,0.011799778248487899,NA,2022-07-11
2022-07-12,USA,0.011690765664482523,NA,2022-07-12
2022-07-13,USA,0.011581753080477146,NA,2022-07-13
2022-07-14,USA,0.01147274049647177,NA,2022-07-14
2022-07-15,USA,0.011363727912466395,NA,2022-07-15
2022-07-16,USA,0.011254715328461019,NA,2022-07-16
2022-07-17,USA,0.011145702744455642,NA,2022-07-17
2022-07-18,USA,0.011036690160450266,NA,2022-07-18
2022-07-19,USA,0.01092767757644489,NA,2022-07-19
2022-07-20,USA,0.010818664992439515,NA,2022-07-20
2022-07-21,USA,0.010709652408434137,NA,2022-07-21
2022-07-22,USA,0.010600639824428762,NA,2022-07-22
2022-07-23,USA,0.010491627240423386,NA,2022-07-23
2022-07-24,USA,0.010382614656418009,NA,2022-07-24
2022-07-25,USA,0.010273602072412633,NA,2022-07-25
2022-07-26,USA,0.010164589488407257,NA,2022-07-26
2022-07-27,USA,0.01005557690440188,NA,2022-07-27
2022-07-28,USA,0.009946564320396504,NA,2022-07-28
2022-07-29,USA,0.009837551736391129,NA,2022-07-29
2022-07-30,USA,0.009728539152385753,NA,2022-07-30
2022-07-31,USA,0.009619526568380376,NA,2022-07-31
2022-08-01,USA,0.009510513984375,NA,2022-08-01
2022-08-02,USA,0.009403316152763777,NA,2022-08-02
2022-08-03,USA,0.009296118321152553,NA,2022-08-03
2022-08-04,USA,0.00918892048954133,NA,2022-08-04
2022-08-05,USA,0.009081722657930107,NA,2022-08-05
2022-08-06,USA,0.008974524826318884,NA,2022-08-06
2022-08-07,USA,0.00886732699470766,NA,2022-08-07
2022-08-08,USA,0.008760129163096438,NA,2022-08-08
2022-08-09,USA,0.008652931331485213,NA,2022-08-09
2022-08-10,USA,0.008545733499873991,NA,2022-08-10
2022-08-11,USA,0.008438535668262769,NA,2022-08-11
2022-08-12,USA,0.008331337836651544,NA,2022-08-12
2022-08-13,USA,0.008224140005040322,NA,2022-08-13
2022-08-14,USA,0.008116942173429098,NA,2022-08-14
2022-08-15,USA,0.008009744341817875,NA,2022-08-15
2022-08-16,USA,0.007902546510206651,NA,2022-08-16
2022-08-17,USA,0.007795348678595429,NA,2022-08-17
2022-08-18,USA,0.007688150846984205,NA,2022-08-18
2022-08-19,USA,0.007580953015372982,NA,2022-08-19
2022-08-20,USA,0.007473755183761759,NA,2022-08-20
2022-08-21,USA,0.0073665573521505354,NA,2022-08-21
2022-08-22,USA,0.007259359520539312,NA,2022-08-22
2022-08-23,USA,0.007152161688928089,NA,2022-08-23
2022-08-24,USA,0.0070449638573168655,NA,2022-08-24
2022-08-25,USA,0.006937766025705642,NA,2022-08-25
2022-08-26,USA,0.00683056819409442,NA,2022-08-26
2022-08-27,USA,0.006723370362483196,NA,2022-08-27
2022-08-28,USA,0.006616172530871973,NA,2022-08-28
2022-08-29,USA,0.00650897469926075,NA,2022-08-29
2022-08-30,USA,0.0064017768676495265,NA,2022-08-30
2022-08-31,USA,0.006294579036038303,NA,2022-08-31
2022-09-01,USA,0.00618738120442708,NA,2022-09-01
2022-09-02,USA,0.006195421076388885,NA,2022-09-02
2022-09-03,USA,0.006203460948350691,NA,2022-09-03
2022-09-04,USA,0.006211500820312497,NA,2022-09-04
2022-09-05,USA,0.006219540692274303,NA,2022-09-05
